phil_id,name,era,summary
84,Siger of Brabant,Medieval,"""Siger of Brabant (Sigerus, Sighier, Sigieri or Sygerius de Brabantia; c. 1240 – before 10 November 1284) was a 13th-century philosopher from the southern Low Countries who was an important proponent of Averroism. He was considered a radical by the conservative members of the Roman Catholic Church, but it is suggested that he played as important a role as his contemporary Thomas Aquinas in the shaping of Western attitudes towards faith and reason."""
85,Ramon Llull,Medieval,"""Ramon Llull, T.O.S.F. (Catalan: [rəˈmon ˈʎuʎ]; c. 1232 – c. 1315; Anglicised Raymond Lully, Raymond Lull; in Latin Raimundus or Raymundus Lullus or Lullius) was a philosopher, logician, Franciscan tertiary and Majorcan writer. He is credited with writing the first major work of Catalan literature. Recently surfaced manuscripts show his work to have predated by several centuries prominent work on elections theory. He is also considered a pioneer of computation theory, especially given his influence on Leibniz.
Within the Franciscan Order he is honored as a martyr. He was beatified in 1847 by Pope Pius IX. His feast day was assigned to 30 June and is celebrated by the Third Order of St. Francis."""
86,Meister Eckhart,Medieval,"""Eckhart von Hochheim O.P. (c. 1260 – c. 1328), commonly known as Meister Eckhart [ˈmaɪ̯stɐ ˈɛkʰaʀt], often Eckehart, was a German theologian, philosopher and mystic, born near Gotha, in the Landgraviate of Thuringia (now central Germany) in the Holy Roman Empire.
Eckhart came into prominence during the Avignon Papacy, at a time of increased tensions between monastic orders, diocesan clergy, the Franciscan Order, and Eckhart's Dominican Order of Preachers. In later life, he was accused of heresy and brought up before the local Franciscan-led Inquisition, and tried as a heretic by Pope John XXII. He seems to have died before his verdict was received.
He was well known for his work with pious lay groups such as the Friends of God and was succeeded by his more circumspect disciples John Tauler and Henry Suso. Since the 19th century, he has received renewed attention. He has acquired a status as a great mystic within contemporary popular spirituality, as well as considerable interest from scholars situating him within the medieval scholastic and philosophical tradition."""
87,Duns Scotus,Medieval,"""John Duns, commonly called Duns Scotus (; c. 1266 – 8 November 1308), is generally considered to be one of the three most important philosopher-theologians of the High Middle Ages. Scotus has had considerable influence on both Catholic and secular thought. The doctrines for which he is best known are the 'univocity of being,' that existence is the most abstract concept we have, applicable to everything that exists; the formal distinction, a way of distinguishing between different aspects of the same thing; and the idea of haecceity, the property supposed to be in each individual thing that makes it an individual. Scotus also developed a complex argument for the existence of God, and argued for the Immaculate Conception of Mary.
Duns Scotus was given the scholastic accolade Doctor Subtilis (Subtle Doctor) for his penetrating and subtle manner of thought. He was beatified by Pope John Paul II in 1993."""
88,Marsilius of Padua,Medieval,"""Marsilius of Padua (Italian Marsilio or Marsiglio da Padova; born Marsilio dei Mainardini or Marsilio Mainardini, c. 1275 – c. 1342) was an Italian scholar, trained in medicine, who practiced a variety of professions. He was also an important 14th-century political figure. His political treatise Defensor pacis (The Defender of Peace), an attempt to refute papalist claims to a 'plenitude of power' in affairs of both church and state, is seen by some authorities as the most revolutionary political treatise written in the later Middle Ages. It is one of the first examples of a reasoned defense of caesaropapism in Western Europe."""
89,William of Ockham,Medieval,"""William of Ockham (; also Occam, from Latin: Gulielmus Occamus; c. 1287–1347) was an English Franciscan friar and scholastic philosopher and theologian, who is believed to have been born in Ockham, a small village in Surrey. He is considered to be one of the major figures of medieval thought and was at the centre of the major intellectual and political controversies of the 14th century. He is commonly known for Occam's razor, the methodological principle that bears his name, and also produced significant works on logic, physics, and theology. In the Church of England, his day of commemoration is 10 April."""
90,Gersonides,Medieval,"""Levi ben Gershon (1288–1344), better known by his Graecized name as Gersonides or the abbreviation of first letters as RaLBaG, was a medieval French philosopher, Talmudist, mathematician, physician and astronomer/astrologer. He was born at Bagnols in Languedoc, France. According to Abraham Zacuto and others, he was the son of Gerson ben Solomon Catalan."""
91,Jean Buridan,Medieval,"""Jean Buridan (French: [byʁidɑ̃]; Latin: Johannes Buridanus; c. 1295 – 1363) was a French priest who sowed the seeds of the Copernican revolution in Europe. He developed the concept of impetus, the first step toward the modern concept of inertia, and an important development in the history of medieval science. His name is most familiar through the thought experiment known as Buridan's ass (a thought experiment which does not appear in his extant writings)."""
92,John Wycliffe,Medieval,"""John Wycliffe (; also spelled Wyclif, Wycliff, Wiclef, Wicliffe, Wickliffe; 1320s – 31 December 1384) was an English scholastic philosopher, theologian, Biblical translator, reformer, and seminary professor at Oxford. He was an influential dissident within the Roman Catholic priesthood during the 14th century.
Wycliffe attacked the privileged status of the clergy, which was central to their powerful role in England. He then attacked the luxury and pomp of local parishes and their ceremonies.
Wycliffe was also an advocate for translation of the Bible into the vernacular. He completed a translation directly from the Vulgate into Middle English in the year 1382, now known as Wycliffe's Bible. It is probable that he personally translated the Gospels of Matthew, Mark, Luke, and John; and it is possible he translated the entire New Testament, while his associates translated the Old Testament. Wycliffe's Bible appears to have been completed by 1384, additional updated versions being done by Wycliffe's assistant John Purvey and others in 1388 and 1395.
Wycliffe's followers were known as Lollards and followed his lead in advocating predestination, iconoclasm, and the notion of caesaropapism, while attacking the veneration of saints, the sacraments, requiem masses, transubstantiation, monasticism, and the very existence of the Papacy.
Beginning in the 16th century, the Lollard movement was regarded as the precursor to the Protestant Reformation. Wycliffe was accordingly characterised as the evening star of scholasticism and the morning star of the English Reformation. Wycliffe's writings in Latin greatly influenced the philosophy and teaching of Czech reformer Jan Hus, whose execution in 1415 sparked a revolt and led to the Hussite Wars."""
93,Nicole Oresme,Medieval,"""Nicole Oresme (French: [nikɔl ɔʁɛm]; c. 1320–1325 – July 11, 1382), also known as Nicolas Oresme, Nicholas Oresme, or Nicolas d'Oresme, was a significant philosopher of the later Middle Ages. He wrote influential works on economics, mathematics, physics, astrology and astronomy, philosophy, and theology; was Bishop of Lisieux, a translator, a counselor of King Charles V of France, and probably one of the most original thinkers of 14th-century Europe."""
94,Hasdai Crescas,Medieval,"""Hasdai ben Abraham Crescas (Catalan: [həzˈðaj ˈβeɲ ʒuˈða ˈkɾeskəs]; Hebrew: חסדאי קרשקש; c. 1340, in Barcelona – 1410/11, in Zaragoza) was a Spanish-Jewish philosopher and a renowned halakhist (teacher of Jewish law). Along with Maimonides ('Rambam'), Gersonides ('Ralbag'), and Joseph Albo, he is known as one of the major practitioners of the rationalist approach to Jewish philosophy.

"""
