phil1id,source,phil2id,target
310,Theodor Adorno,230,Friedrich Nietzsche,
310,Theodor Adorno,246,Edmund Husserl,
310,Theodor Adorno,217,Karl Marx,
310,Theodor Adorno,481,Sigmund Freud,
310,Theodor Adorno,1884,Georg Lukács,
322,Simone de Beauvoir,312,Jean-Paul Sartre,
1896,Flaubert,312,Jean-Paul Sartre,
453,Freud,312,Jean-Paul Sartre,
398,Hegel,312,Jean-Paul Sartre,
401,Heidegger,312,Jean-Paul Sartre,
828,Husserl,312,Jean-Paul Sartre,
839,Bergson,312,Jean-Paul Sartre,
1069,Kojève,312,Jean-Paul Sartre,
451,Marx,312,Jean-Paul Sartre,
1405,Merleau-Ponty,312,Jean-Paul Sartre,
400,Nietzsche,312,Jean-Paul Sartre,
1897,Nizan,312,Jean-Paul Sartre,
615,Levinas,312,Jean-Paul Sartre,
1454,Proust,312,Jean-Paul Sartre,
1898,Céline,312,Jean-Paul Sartre,
1899,Lefebvre,312,Jean-Paul Sartre,
693,Rousseau,312,Jean-Paul Sartre,
312,Jean-Paul Sartre,322,Simone de Beauvoir,
312,Jean-Paul Sartre,1896,Flaubert,
312,Jean-Paul Sartre,453,Freud,
312,Jean-Paul Sartre,398,Hegel,
312,Jean-Paul Sartre,401,Heidegger,
312,Jean-Paul Sartre,828,Husserl,
312,Jean-Paul Sartre,839,Bergson,
312,Jean-Paul Sartre,1069,Kojève,
312,Jean-Paul Sartre,451,Marx,
667,Meister Eckhart,313,Karl Jaspers,
1905,Cusanus,313,Karl Jaspers,
409,Spinoza,313,Karl Jaspers,
448,Kant,313,Karl Jaspers,
398,Hegel,313,Karl Jaspers,
1906,Weber,313,Karl Jaspers,
1068,Kierkegaard,313,Karl Jaspers,
400,Nietzsche,313,Karl Jaspers,
288,Martin Heidegger,313,Karl Jaspers,
313,Karl Jaspers,667,Meister Eckhart,
313,Karl Jaspers,1905,Cusanus,
313,Karl Jaspers,409,Spinoza,
313,Karl Jaspers,448,Kant,
313,Karl Jaspers,398,Hegel,
77,Maimonides,317,Emmanuel Levinas,
1068,Kierkegaard,317,Emmanuel Levinas,
828,Husserl,317,Emmanuel Levinas,
1909,Heidegger Marcel,317,Emmanuel Levinas,
1226,Wahl,317,Emmanuel Levinas,
1799,Rosenzweig,317,Emmanuel Levinas,
1910,BuberMonsieur Chouchani,317,Emmanuel Levinas,
495,Descartes,317,Emmanuel Levinas,
1911,Sartre Merleau-Ponty,317,Emmanuel Levinas,
933,Durkheim,317,Emmanuel Levinas,
248,Henri Bergson,317,Emmanuel Levinas,
317,Emmanuel Levinas,77,Maimonides,
317,Emmanuel Levinas,1068,Kierkegaard,
317,Emmanuel Levinas,828,Husserl,
317,Emmanuel Levinas,1909,Heidegger Marcel,
317,Emmanuel Levinas,1226,Wahl,
317,Emmanuel Levinas,1799,Rosenzweig,
317,Emmanuel Levinas,1910,BuberMonsieur Chouchani,
317,Emmanuel Levinas,495,Descartes,
317,Emmanuel Levinas,1911,Sartre Merleau-Ponty,
317,Emmanuel Levinas,933,Durkheim,
317,Emmanuel Levinas,248,Henri Bergson,
16,Socrates,318,Hannah Arendt,
1922,Bernard Lazare,318,Hannah Arendt,
533,Saint Augustine,318,Hannah Arendt,
527,Duns Scotus,318,Hannah Arendt,
448,Kant,318,Hannah Arendt,
401,Heidegger,318,Hannah Arendt,
1221,Jaspers,318,Hannah Arendt,
291,Walter Benjamin,318,Hannah Arendt,
318,Hannah Arendt,16,Socrates,
318,Hannah Arendt,1922,Bernard Lazare,
318,Hannah Arendt,533,Saint Augustine,
318,Hannah Arendt,527,Duns Scotus,
318,Hannah Arendt,448,Kant,
318,Hannah Arendt,401,Heidegger,
318,Hannah Arendt,1221,Jaspers,
177,Jeremy Bentham,319,H.L.A. Hart,
1003,John Austin,319,H.L.A. Hart,
326,J. L. Austin,319,H.L.A. Hart,
286,Ludwig Wittgenstein,319,H.L.A. Hart,
274,Hans Kelsen,319,H.L.A. Hart,
255,Max Weber,319,H.L.A. Hart,
319,H.L.A. Hart,177,Jeremy Bentham,
319,H.L.A. Hart,1003,John Austin,
319,H.L.A. Hart,326,J. L. Austin,
319,H.L.A. Hart,286,Ludwig Wittgenstein,
319,H.L.A. Hart,274,Hans Kelsen,
319,H.L.A. Hart,255,Max Weber,
1932,I. A. Richards,320,Charles Leslie Stevenson,
1288,G. E. Moore,320,Charles Leslie Stevenson,
286,Ludwig Wittgenstein,320,Charles Leslie Stevenson,
161,David Hume,320,Charles Leslie Stevenson,
839,Bergson,321,Maurice Merleau-Ponty,
1933,Fink,321,Maurice Merleau-Ponty,
401,Heidegger,321,Maurice Merleau-Ponty,
828,Husserl,321,Maurice Merleau-Ponty,
1068,Kierkegaard,321,Maurice Merleau-Ponty,
1934,Koffka,321,Maurice Merleau-Ponty,
1935,Köhler,321,Maurice Merleau-Ponty,
1396,Lévi-Strauss,321,Maurice Merleau-Ponty,
451,Marx,321,Maurice Merleau-Ponty,
400,Nietzsche,321,Maurice Merleau-Ponty,
937,Sartre,321,Maurice Merleau-Ponty,
1936,Saussure,321,Maurice Merleau-Ponty,
321,Maurice Merleau-Ponty,839,Bergson,
321,Maurice Merleau-Ponty,1933,Fink,
321,Maurice Merleau-Ponty,401,Heidegger,
321,Maurice Merleau-Ponty,828,Husserl,
321,Maurice Merleau-Ponty,1068,Kierkegaard,
321,Maurice Merleau-Ponty,1934,Koffka,
321,Maurice Merleau-Ponty,1935,Köhler,
321,Maurice Merleau-Ponty,1396,Lévi-Strauss,
321,Maurice Merleau-Ponty,451,Marx,
321,Maurice Merleau-Ponty,400,Nietzsche,
321,Maurice Merleau-Ponty,937,Sartre,
321,Maurice Merleau-Ponty,1936,Saussure,
839,Bergson,322,Simone de Beauvoir,
495,Descartes,322,Simone de Beauvoir,
929,Wollstonecraft,322,Simone de Beauvoir,
448,Kant,322,Simone de Beauvoir,
398,Hegel,322,Simone de Beauvoir,
828,Husserl,322,Simone de Beauvoir,
1068,Kierkegaard,322,Simone de Beauvoir,
1957,Heidegger Leibniz,322,Simone de Beauvoir,
451,Marx,322,Simone de Beauvoir,
400,Nietzsche,322,Simone de Beauvoir,
937,Sartre,322,Simone de Beauvoir,
1958,Sade,322,Simone de Beauvoir,
322,Simone de Beauvoir,839,Bergson,
322,Simone de Beauvoir,495,Descartes,
322,Simone de Beauvoir,929,Wollstonecraft,
322,Simone de Beauvoir,448,Kant,
322,Simone de Beauvoir,398,Hegel,
322,Simone de Beauvoir,828,Husserl,
322,Simone de Beauvoir,1068,Kierkegaard,
322,Simone de Beauvoir,1957,Heidegger Leibniz,
322,Simone de Beauvoir,451,Marx,
290,Rudolf Carnap,323,Willard Van Orman Quine,
305,Alfred Tarski,323,Willard Van Orman Quine,
1293,Vienna Circle,323,Willard Van Orman Quine,
1384,C. I. Lewis,323,Willard Van Orman Quine,
1965,A. N. Whitehead,323,Willard Van Orman Quine,
1241,B. F. Skinner,323,Willard Van Orman Quine,
251,Pierre Duhem,323,Willard Van Orman Quine,
323,Willard Van Orman Quine,290,Rudolf Carnap,
323,Willard Van Orman Quine,305,Alfred Tarski,
323,Willard Van Orman Quine,1293,Vienna Circle,
323,Willard Van Orman Quine,1384,C. I. Lewis,
323,Willard Van Orman Quine,1965,A. N. Whitehead,
323,Willard Van Orman Quine,1241,B. F. Skinner,
323,Willard Van Orman Quine,251,Pierre Duhem,
30,Plato,324,Simone Weil,
171,Immanuel Kant,324,Simone Weil,
1971,New Testament,324,Simone Weil,
1972,Bhagavad Gita,324,Simone Weil,
217,Karl Marx,324,Simone Weil,
1973,Homer,324,Simone Weil,
1974,Alain,324,Simone Weil,
324,Simone Weil,30,Plato,
324,Simone Weil,171,Immanuel Kant,
324,Simone Weil,1971,New Testament,
324,Simone Weil,1972,Bhagavad Gita,
324,Simone Weil,217,Karl Marx,
324,Simone Weil,1973,Homer,
324,Simone Weil,1974,Alain,
457,Hume,325,A. J. Ayer,
1293,Vienna Circle,325,A. J. Ayer,
404,Popper,325,A. J. Ayer,
1986,Russell Wittgenstein,325,A. J. Ayer,
448,Kant,325,A. J. Ayer,
159,Voltaire,325,A. J. Ayer,
325,A. J. Ayer,457,Hume,
325,A. J. Ayer,1293,Vienna Circle,
325,A. J. Ayer,404,Popper,
325,A. J. Ayer,1986,Russell Wittgenstein,
325,A. J. Ayer,448,Kant,
302,Gilbert Ryle,326,J. L. Austin,
326,J. L. Austin,302,Gilbert Ryle,
1993,Harold Innis,327,Marshall McLuhan,
1994,Eric A. Havelock,327,Marshall McLuhan,
1995,Thomas Nashe,327,Marshall McLuhan,
1996,G. K. Chesterton,327,Marshall McLuhan,
1932,I. A. Richards,327,Marshall McLuhan,
1997,F. R. Leavis,327,Marshall McLuhan,
1998,Wyndham Lewis,327,Marshall McLuhan,
724,James Joyce,327,Marshall McLuhan,
1999,Marcel Duchamp,327,Marshall McLuhan,
327,Marshall McLuhan,1993,Harold Innis,
327,Marshall McLuhan,1994,Eric A. Havelock,
327,Marshall McLuhan,1995,Thomas Nashe,
327,Marshall McLuhan,1996,G. K. Chesterton,
327,Marshall McLuhan,1932,I. A. Richards,
327,Marshall McLuhan,1997,F. R. Leavis,
327,Marshall McLuhan,1998,Wyndham Lewis,
327,Marshall McLuhan,724,James Joyce,
327,Marshall McLuhan,1999,Marcel Duchamp,
2010,Max Newman,328,Alan Turing,
302,Gilbert Ryle,329,Wilfrid Sellars,
290,Rudolf Carnap,329,Wilfrid Sellars,
171,Immanuel Kant,329,Wilfrid Sellars,
2011,Roy Wood Sellars,329,Wilfrid Sellars,
2012,Thomas Dewar Weldon,329,Wilfrid Sellars,
1442,Marvin Farber,329,Wilfrid Sellars,
246,Edmund Husserl,329,Wilfrid Sellars,
329,Wilfrid Sellars,302,Gilbert Ryle,
329,Wilfrid Sellars,290,Rudolf Carnap,
329,Wilfrid Sellars,171,Immanuel Kant,
329,Wilfrid Sellars,2011,Roy Wood Sellars,
329,Wilfrid Sellars,2012,Thomas Dewar Weldon,
329,Wilfrid Sellars,1442,Marvin Farber,
329,Wilfrid Sellars,246,Edmund Husserl,
937,Sartre,330,Albert Camus,
259,Emma Goldman,330,Albert Camus,
229,Peter Kropotkin,330,Albert Camus,
507,Augustine,330,Albert Camus,
1973,Homer,330,Albert Camus,
1225,Shestov,330,Albert Camus,
217,Karl Marx,330,Albert Camus,
481,Sigmund Freud,330,Albert Camus,
207,Charles Darwin,330,Albert Camus,
400,Nietzsche,330,Albert Camus,
1219,Dostoyevsky,330,Albert Camus,
1068,Kierkegaard,330,Albert Camus,
330,Albert Camus,937,Sartre,
330,Albert Camus,259,Emma Goldman,
828,Husserl,331,Paul Ricœur,
1221,Jaspers,331,Paul Ricœur,
1223,Marcel,331,Paul Ricœur,
1088,Gadamer,331,Paul Ricœur,
1708,Dilthey,331,Paul Ricœur,
448,Kant,331,Paul Ricœur,
398,Hegel,331,Paul Ricœur,
1068,Kierkegaard,331,Paul Ricœur,
401,Heidegger,331,Paul Ricœur,
648,Arendt,331,Paul Ricœur,
615,Levinas,331,Paul Ricœur,
1404,Jakobson,331,Paul Ricœur,
1401,Benveniste,331,Paul Ricœur,
2022,Lavelle,331,Paul Ricœur,
2023,Halbwachs,331,Paul Ricœur,
2024,McKeon,331,Paul Ricœur,
331,Paul Ricœur,828,Husserl,
331,Paul Ricœur,1221,Jaspers,
331,Paul Ricœur,1223,Marcel,
331,Paul Ricœur,1088,Gadamer,
331,Paul Ricœur,1708,Dilthey,
331,Paul Ricœur,448,Kant,
331,Paul Ricœur,398,Hegel,
1936,Saussure,332,Roland Barthes,
451,Marx,332,Roland Barthes,
400,Nietzsche,332,Roland Barthes,
453,Freud,332,Roland Barthes,
1397,Lacan,332,Roland Barthes,
937,Sartre,332,Roland Barthes,
1337,Bataille,332,Roland Barthes,
858,Michelet,332,Roland Barthes,
2028,Valéry,332,Roland Barthes,
2029,Lyotard,332,Roland Barthes,
332,Roland Barthes,1936,Saussure,
332,Roland Barthes,451,Marx,
332,Roland Barthes,400,Nietzsche,
332,Roland Barthes,453,Freud,
332,Roland Barthes,1397,Lacan,
332,Roland Barthes,937,Sartre,
332,Roland Barthes,1337,Bataille,
332,Roland Barthes,858,Michelet,
161,David Hume,333,John Leslie Mackie,
1450,John Anderson,333,John Leslie Mackie,
333,John Leslie Mackie,161,David Hume,
333,John Leslie Mackie,1450,John Anderson,
1754,Quine,334,Donald Davidson,
1752,Tarski,334,Donald Davidson,
786,Wittgenstein,334,Donald Davidson,
830,Russell,334,Donald Davidson,
334,Donald Davidson,1754,Quine,
334,Donald Davidson,1752,Tarski,
334,Donald Davidson,786,Wittgenstein,
334,Donald Davidson,830,Russell,
451,Marx,335,Louis Althusser Mackie,
2041,Lenin,335,Louis Althusser Mackie,
1397,Lacan,335,Louis Althusser Mackie,
699,Gramsci,335,Louis Althusser Mackie,
853,Machiavelli,335,Louis Althusser Mackie,
409,Spinoza,335,Louis Althusser Mackie,
2042,Canguilhem,335,Louis Althusser Mackie,
2043,Bachelard,335,Louis Althusser Mackie,
453,Freud,335,Louis Althusser Mackie,
162,Jean-Jacques Rousseau,335,Louis Althusser Mackie,
153,Montesquieu,335,Louis Althusser Mackie,
1785,Alexandre Kojève,335,Louis Althusser Mackie,
335,Louis Althusser Mackie,451,Marx,
335,Louis Althusser Mackie,2041,Lenin,
335,Louis Althusser Mackie,1397,Lacan,
335,Louis Althusser Mackie,699,Gramsci,
335,Louis Althusser Mackie,853,Machiavelli,
335,Louis Althusser Mackie,409,Spinoza,
335,Louis Althusser Mackie,2042,Canguilhem,
335,Louis Althusser Mackie,2043,Bachelard,
335,Louis Althusser Mackie,453,Freud,
335,Louis Althusser Mackie,162,Jean-Jacques Rousseau,
335,Louis Althusser Mackie,153,Montesquieu,
335,Louis Althusser Mackie,1785,Alexandre Kojève,
171,Immanuel Kant,336,Richard Mervyn Hare,
325,A. J. Ayer,336,Richard Mervyn Hare,
326,J. L. Austin,336,Richard Mervyn Hare,
286,Ludwig Wittgenstein,336,Richard Mervyn Hare,
336,Richard Mervyn Hare,171,Immanuel Kant,
336,Richard Mervyn Hare,325,A. J. Ayer,
336,Richard Mervyn Hare,326,J. L. Austin,
336,Richard Mervyn Hare,286,Ludwig Wittgenstein,
286,Ludwig Wittgenstein,337,Peter Frederick Strawson,
171,Immanuel Kant,337,Peter Frederick Strawson,
326,J. L. Austin,337,Peter Frederick Strawson,
265,Bertrand Russell,337,Peter Frederick Strawson,
2055,A.J. Ayer,337,Peter Frederick Strawson,
302,Gilbert Ryle,337,Peter Frederick Strawson,
337,Peter Frederick Strawson,286,Ludwig Wittgenstein,
337,Peter Frederick Strawson,171,Immanuel Kant,
337,Peter Frederick Strawson,326,J. L. Austin,
337,Peter Frederick Strawson,265,Bertrand Russell,
337,Peter Frederick Strawson,2055,A.J. Ayer,
337,Peter Frederick Strawson,302,Gilbert Ryle,
744,Locke,338,John Rawls,
693,Rousseau,338,John Rawls,
448,Kant,338,John Rawls,
978,Mill,338,John Rawls,
2063,Sidgwick,338,John Rawls,
1618,Hart,338,John Rawls,
868,Berlin,338,John Rawls,
338,John Rawls,744,Locke,
338,John Rawls,693,Rousseau,
338,John Rawls,448,Kant,
338,John Rawls,978,Mill,
338,John Rawls,2063,Sidgwick,
338,John Rawls,1618,Hart,
338,John Rawls,868,Berlin,
217,Karl Marx,339,Zygmunt Bauman,
1279,Georg Simmel,339,Zygmunt Bauman,
289,Antonio Gramsci,339,Zygmunt Bauman,
318,Hannah Arendt,339,Zygmunt Bauman,
310,Theodor Adorno,339,Zygmunt Bauman,
2074,Stanisław Ossowski,339,Zygmunt Bauman,
354,Jacques Derrida,339,Zygmunt Bauman,
2075,Alain Touraine,339,Zygmunt Bauman,
317,Emmanuel Levinas,339,Zygmunt Bauman,
353,Pierre Bourdieu,339,Zygmunt Bauman,
356,Richard Rorty,339,Zygmunt Bauman,
339,Zygmunt Bauman,217,Karl Marx,
339,Zygmunt Bauman,1279,Georg Simmel,
217,Karl Marx,340,Frantz Fanon,
2078,Aimé Césaire,340,Frantz Fanon,
2079,Négritude,340,Frantz Fanon,
191,Georg Wilhelm Friedrich Hegel,340,Frantz Fanon,
282,György Lukács,340,Frantz Fanon,
481,Sigmund Freud,340,Frantz Fanon,
644,Carl Gustav Jung,340,Frantz Fanon,
312,Jean-Paul Sartre,340,Frantz Fanon,
2080,Chester Himes,340,Frantz Fanon,
1367,Alfred Adler,340,Frantz Fanon,
340,Frantz Fanon,217,Karl Marx,
340,Frantz Fanon,2078,Aimé Césaire,
340,Frantz Fanon,2079,Négritude,
340,Frantz Fanon,191,Georg Wilhelm Friedrich Hegel,
340,Frantz Fanon,282,György Lukács,
340,Frantz Fanon,481,Sigmund Freud,
340,Frantz Fanon,644,Carl Gustav Jung,
340,Frantz Fanon,312,Jean-Paul Sartre,
340,Frantz Fanon,2080,Chester Himes,
340,Frantz Fanon,1367,Alfred Adler,
2092,Bateson,341,Gilles Deleuze,
839,Bergson,341,Gilles Deleuze,
1115,Beckett,341,Gilles Deleuze,
1118,Borges,341,Gilles Deleuze,
2093,Burroughs,341,Gilles Deleuze,
457,Hume,341,Gilles Deleuze,
409,Spinoza,341,Gilles Deleuze,
400,Nietzsche,341,Gilles Deleuze,
2094,Scotus,341,Gilles Deleuze,
451,Marx,341,Gilles Deleuze,
596,Leibniz,341,Gilles Deleuze,
1454,Proust,341,Gilles Deleuze,
1952,Simondon,341,Gilles Deleuze,
448,Kant,341,Gilles Deleuze,
453,Freud,341,Gilles Deleuze,
937,Sartre,341,Gilles Deleuze,
1397,Lacan,341,Gilles Deleuze,
700,Althusser,341,Gilles Deleuze,
461,Foucault,341,Gilles Deleuze,
2095,Klossowski,341,Gilles Deleuze,
2042,Canguilhem,341,Gilles Deleuze,
1066,Hyppolite,341,Gilles Deleuze,
2096,Alquié,341,Gilles Deleuze,
2097,Gandillac,341,Gilles Deleuze,
1711,Jakob von Uexküll,341,Gilles Deleuze,
402,Whitehead,341,Gilles Deleuze,
848,Peirce,341,Gilles Deleuze,
1226,Wahl,341,Gilles Deleuze,
341,Gilles Deleuze,2092,Bateson,
341,Gilles Deleuze,839,Bergson,
341,Gilles Deleuze,1115,Beckett,
341,Gilles Deleuze,1118,Borges,
341,Gilles Deleuze,2093,Burroughs,
341,Gilles Deleuze,457,Hume,
341,Gilles Deleuze,409,Spinoza,
341,Gilles Deleuze,400,Nietzsche,
341,Gilles Deleuze,2094,Scotus,
341,Gilles Deleuze,451,Marx,
341,Gilles Deleuze,596,Leibniz,
341,Gilles Deleuze,1454,Proust,
341,Gilles Deleuze,1952,Simondon,
341,Gilles Deleuze,448,Kant,
700,Althusser,342,Michel Foucault,
2107,Artaud,342,Michel Foucault,
2043,Bachelard,342,Michel Foucault,
1395,Barthes,342,Michel Foucault,
1337,Bataille,342,Michel Foucault,
1717,Blanchot,342,Michel Foucault,
1118,Borges,342,Michel Foucault,
2042,Canguilhem,342,Michel Foucault,
2108,Dumézil,342,Michel Foucault,
453,Freud,342,Michel Foucault,
2109,Goffman,342,Michel Foucault,
398,Hegel,342,Michel Foucault,
401,Heidegger,342,Michel Foucault,
1066,Hyppolite,342,Michel Foucault,
448,Kant,342,Michel Foucault,
451,Marx,342,Michel Foucault,
1405,Merleau-Ponty,342,Michel Foucault,
400,Nietzsche,342,Michel Foucault,
1958,Sade,342,Michel Foucault,
2110,Daniel Lagache,342,Michel Foucault,
649,Deleuze,342,Michel Foucault,
342,Michel Foucault,700,Althusser,
342,Michel Foucault,2107,Artaud,
342,Michel Foucault,2043,Bachelard,
342,Michel Foucault,1395,Barthes,
342,Michel Foucault,1337,Bataille,
342,Michel Foucault,1717,Blanchot,
342,Michel Foucault,1118,Borges,
342,Michel Foucault,2042,Canguilhem,
342,Michel Foucault,2108,Dumézil,
342,Michel Foucault,453,Freud,
342,Michel Foucault,2109,Goffman,
342,Michel Foucault,398,Hegel,
342,Michel Foucault,401,Heidegger,
342,Michel Foucault,1066,Hyppolite,
342,Michel Foucault,448,Kant,
342,Michel Foucault,451,Marx,
2121,W.V.O. Quine,343,Hilary Putnam,
249,John Dewey,343,Hilary Putnam,
2122,Hans Reichenbach,343,Hilary Putnam,
328,Alan Turing,343,Hilary Putnam,
171,Immanuel Kant,343,Hilary Putnam,
1646,Nelson Goodman,343,Hilary Putnam,
227,Charles Sanders Peirce,343,Hilary Putnam,
228,William James,343,Hilary Putnam,
286,Ludwig Wittgenstein,343,Hilary Putnam,
433,Søren Kierkegaard,343,Hilary Putnam,
217,Karl Marx,343,Hilary Putnam,
481,Sigmund Freud,343,Hilary Putnam,
246,Edmund Husserl,343,Hilary Putnam,
366,Saul Kripke,343,Hilary Putnam,
343,Hilary Putnam,2121,W.V.O. Quine,
343,Hilary Putnam,249,John Dewey,
343,Hilary Putnam,2122,Hans Reichenbach,
343,Hilary Putnam,328,Alan Turing,
343,Hilary Putnam,171,Immanuel Kant,
343,Hilary Putnam,1646,Nelson Goodman,
343,Hilary Putnam,227,Charles Sanders Peirce,
343,Hilary Putnam,228,William James,
343,Hilary Putnam,286,Ludwig Wittgenstein,
343,Hilary Putnam,433,Søren Kierkegaard,
343,Hilary Putnam,217,Karl Marx,
343,Hilary Putnam,481,Sigmund Freud,
343,Hilary Putnam,246,Edmund Husserl,
343,Hilary Putnam,366,Saul Kripke,
1450,John Anderson,345,John Howard Yoder,
326,J. L. Austin,346,Noam Chomsky,
214,Mikhail Bakunin,346,Noam Chomsky,
2131,Alex Carey,346,Noam Chomsky,
2132,C. West Churchman,346,Noam Chomsky,
2133,William Chomsky,346,Noam Chomsky,
118,René Descartes,346,Noam Chomsky,
249,John Dewey,346,Noam Chomsky,
1646,Nelson Goodman,346,Noam Chomsky,
2134,Morris Halle,346,Noam Chomsky,
2135,Zellig Harris,346,Noam Chomsky,
2136,Hebrew literature,346,Noam Chomsky,
1020,Wilhelm von Humboldt,346,Noam Chomsky,
161,David Hume,346,Noam Chomsky,
1830,Roman Jakobson,346,Noam Chomsky,
171,Immanuel Kant,346,Noam Chomsky,
2137,Martin Luther King Jr.,346,Noam Chomsky,
2138,Karl Korsch,346,Noam Chomsky,
229,Peter Kropotkin,346,Noam Chomsky,
2139,Karl Liebknecht,346,Noam Chomsky,
135,John Locke,346,Noam Chomsky,
260,Rosa Luxemburg,346,Noam Chomsky,
2140,Dwight Macdonald,346,Noam Chomsky,
217,Karl Marx,346,Noam Chomsky,
205,John Stuart Mill,346,Noam Chomsky,
2141,George Armitage Miller,346,Noam Chomsky,
2142,George Orwell,346,Noam Chomsky,
1488,W. V. O. Quine,346,Noam Chomsky,
2143,Pāṇini,346,Noam Chomsky,
2144,Anton Pannekoek,346,Noam Chomsky,
2145,Jean Piaget,346,Noam Chomsky,
206,Pierre-Joseph Proudhon,346,Noam Chomsky,
343,Hilary Putnam,346,Noam Chomsky,
2146,David Ricardo,346,Noam Chomsky,
2147,Rudolf Rocker,346,Noam Chomsky,
265,Bertrand Russell,346,Noam Chomsky,
2148,Russian literature,346,Noam Chomsky,
2149,Diego Abad de Santillán,346,Noam Chomsky,
243,Ferdinand de Saussure,346,Noam Chomsky,
2150,Marcel-Paul Schützenberger,346,Noam Chomsky,
169,Adam Smith,346,Noam Chomsky,
2151,Leon Trotsky,346,Noam Chomsky,
328,Alan Turing,346,Noam Chomsky,
286,Ludwig Wittgenstein,346,Noam Chomsky,
346,Noam Chomsky,326,J. L. Austin,
346,Noam Chomsky,214,Mikhail Bakunin,
346,Noam Chomsky,2131,Alex Carey,
346,Noam Chomsky,2132,C. West Churchman,
346,Noam Chomsky,2133,William Chomsky,
346,Noam Chomsky,118,René Descartes,
346,Noam Chomsky,249,John Dewey,
346,Noam Chomsky,1646,Nelson Goodman,
346,Noam Chomsky,2134,Morris Halle,
346,Noam Chomsky,2135,Zellig Harris,
346,Noam Chomsky,2136,Hebrew literature,
346,Noam Chomsky,1020,Wilhelm von Humboldt,
346,Noam Chomsky,161,David Hume,
346,Noam Chomsky,1830,Roman Jakobson,
346,Noam Chomsky,171,Immanuel Kant,
346,Noam Chomsky,2137,Martin Luther King Jr.,
346,Noam Chomsky,2138,Karl Korsch,
346,Noam Chomsky,229,Peter Kropotkin,
346,Noam Chomsky,2139,Karl Liebknecht,
346,Noam Chomsky,135,John Locke,
346,Noam Chomsky,260,Rosa Luxemburg,
346,Noam Chomsky,2140,Dwight Macdonald,
346,Noam Chomsky,217,Karl Marx,
346,Noam Chomsky,205,John Stuart Mill,
346,Noam Chomsky,2141,George Armitage Miller,
346,Noam Chomsky,2142,George Orwell,
346,Noam Chomsky,1488,W. V. O. Quine,
346,Noam Chomsky,2143,Pāṇini,
346,Noam Chomsky,2144,Anton Pannekoek,
346,Noam Chomsky,2145,Jean Piaget,
346,Noam Chomsky,206,Pierre-Joseph Proudhon,
346,Noam Chomsky,343,Hilary Putnam,
346,Noam Chomsky,2146,David Ricardo,
346,Noam Chomsky,2147,Rudolf Rocker,
346,Noam Chomsky,265,Bertrand Russell,
346,Noam Chomsky,2148,Russian literature,
346,Noam Chomsky,2149,Diego Abad de Santillán,
346,Noam Chomsky,243,Ferdinand de Saussure,
346,Noam Chomsky,2150,Marcel-Paul Schützenberger,
346,Noam Chomsky,169,Adam Smith,
346,Noam Chomsky,2151,Leon Trotsky,
451,Marx,348,Jean Baudrillard,
400,Nietzsche,348,Jean Baudrillard,
2183,Mauss,348,Jean Baudrillard,
1899,Lefebvre,348,Jean Baudrillard,
1395,Barthes,348,Jean Baudrillard,
1337,Bataille,348,Jean Baudrillard,
861,McLuhan,348,Jean Baudrillard,
461,Foucault,348,Jean Baudrillard,
348,Jean Baudrillard,451,Marx,
348,Jean Baudrillard,400,Nietzsche,
1906,Weber,349,Jürgen Habermas,
933,Durkheim,349,Jürgen Habermas,
1462,Mead,349,Jürgen Habermas,
451,Marx,349,Jürgen Habermas,
1708,Dilthey,349,Jürgen Habermas,
2186,Parsons,349,Jürgen Habermas,
448,Kant,349,Jürgen Habermas,
398,Hegel,349,Jürgen Habermas,
401,Heidegger,349,Jürgen Habermas,
2187,Piaget,349,Jürgen Habermas,
1125,Horkheimer,349,Jürgen Habermas,
842,Adorno,349,Jürgen Habermas,
1072,Marcuse,349,Jürgen Habermas,
786,Wittgenstein,349,Jürgen Habermas,
848,Peirce,349,Jürgen Habermas,
2188,Austin,349,Jürgen Habermas,
2189,Wolfgang Abendroth,349,Jürgen Habermas,
349,Jürgen Habermas,1906,Weber,
349,Jürgen Habermas,933,Durkheim,
349,Jürgen Habermas,1462,Mead,
349,Jürgen Habermas,451,Marx,
349,Jürgen Habermas,1708,Dilthey,
349,Jürgen Habermas,2186,Parsons,
349,Jürgen Habermas,448,Kant,
35,Aristotle,351,Alasdair MacIntyre,
507,Augustine,351,Alasdair MacIntyre,
82,Thomas Aquinas,351,Alasdair MacIntyre,
1068,Kierkegaard,351,Alasdair MacIntyre,
451,Marx,351,Alasdair MacIntyre,
400,Nietzsche,351,Alasdair MacIntyre,
398,Hegel,351,Alasdair MacIntyre,
1281,R. G. Collingwood,351,Alasdair MacIntyre,
1666,Imre Lakatos,351,Alasdair MacIntyre,
1480,Thomas Kuhn,351,Alasdair MacIntyre,
2196,John Henry Newman,351,Alasdair MacIntyre,
1435,Edith Stein,351,Alasdair MacIntyre,
351,Alasdair MacIntyre,35,Aristotle,
351,Alasdair MacIntyre,507,Augustine,
351,Alasdair MacIntyre,82,Thomas Aquinas,
351,Alasdair MacIntyre,1068,Kierkegaard,
2201,Pre-Socratics,352,Allan Bloom,
16,Socrates,352,Allan Bloom,
2202,Isocrates,352,Allan Bloom,
30,Plato,352,Allan Bloom,
35,Aristotle,352,Allan Bloom,
853,Machiavelli,352,Allan Bloom,
418,Montaigne,352,Allan Bloom,
